experiment,dataset,state,metric,direction,model,n,mean,std,sk_group
hmda_race,hmda,VA,cf_flip_rate,lower,erm,10,0.0351318359375,0.004199092577238828,5
hmda_race,hmda,VA,cf_flip_rate,lower,adv,10,0.033935546875,0.007664011094524412,5
hmda_race,hmda,VA,cf_flip_rate,lower,reweight,10,0.0460205078125,0.00886428105712673,6
hmda_race,hmda,VA,cf_flip_rate,lower,fairsmote,10,0.07947998046875,0.02184618687168706,7
hmda_race,hmda,VA,cf_flip_rate,lower,wrong_spec,10,0.1149169921875,0.030956383025465488,8
hmda_race,hmda,VA,dp_gap,lower,repair_main0,10,0.05412856936454773,0.0065506724946930404,1
hmda_race,hmda,VA,dp_gap,lower,repair_main05,10,0.053824490308761595,0.006409302387589613,1
hmda_race,hmda,VA,dp_gap,lower,no_interaction,10,0.04963482022285461,0.01022747002407336,1
hmda_race,hmda,VA,dp_gap,lower,fairsmote,10,0.0505906343460083,0.011142351812619408,1
hmda_race,hmda,VA,dp_gap,lower,reweight,10,0.07323249578475952,0.00913237574517821,2
hmda_race,hmda,VA,dp_gap,lower,score_only,10,0.07403127551078796,0.013106179726811787,2
hmda_race,hmda,VA,dp_gap,lower,blind,10,0.08101232647895813,0.005822328990842915,3
hmda_race,hmda,VA,dp_gap,lower,erm,10,0.10820103287696839,0.006525522351267784,4
hmda_race,hmda,VA,dp_gap,lower,adv,10,0.10888183116912842,0.00985775387750908,4
hmda_race,hmda,VA,dp_gap,lower,wrong_spec,10,0.17658914923667907,0.02413737612645192,5
hmda_race,hmda,VA,eod_gap,lower,repair_main0,10,0.0022826339950025366,0.0014934841846157081,1
hmda_race,hmda,VA,eod_gap,lower,repair_main05,10,0.002468278966057147,0.0019482279837183857,1
hmda_race,hmda,VA,eod_gap,lower,no_interaction,10,0.0027806954175218835,0.0019131796194694407,1
hmda_race,hmda,VA,eod_gap,lower,reweight,10,0.006996856513079197,0.007206469313942775,2
hmda_race,hmda,VA,eod_gap,lower,blind,10,0.01330132211124998,0.0031934505601276166,3
hmda_race,hmda,VA,eod_gap,lower,score_only,10,0.010732221123161901,0.005690607877801899,3
hmda_race,hmda,VA,eod_gap,lower,fairsmote,10,0.014622259532604976,0.00711846890682748,3
hmda_race,hmda,VA,eod_gap,lower,erm,10,0.031345840291310656,0.00556404361679058,4
hmda_race,hmda,VA,eod_gap,lower,adv,10,0.03231084309864203,0.0069235179637358295,4
hmda_race,hmda,VA,eod_gap,lower,wrong_spec,10,0.09305212945790843,0.017704277587991583,5
hmda_race,hmda,VA,eodds_max_gap,lower,reweight,10,0.010518838334024616,0.007041638160865887,1
hmda_race,hmda,VA,eodds_max_gap,lower,repair_main0,10,0.015878323846742003,0.00856046977345136,1
hmda_race,hmda,VA,eodds_max_gap,lower,repair_main05,10,0.013054965593407509,0.0109422530942581,1
hmda_race,hmda,VA,eodds_max_gap,lower,no_interaction,10,0.0231576190071645,0.01412933587043889,2
hmda_race,hmda,VA,eodds_max_gap,lower,fairsmote,10,0.028079537650779217,0.017088583281746176,2
hmda_race,hmda,VA,eodds_max_gap,lower,blind,10,0.045312703536941036,0.01212624651272484,3
hmda_race,hmda,VA,eodds_max_gap,lower,score_only,10,0.03830547024406329,0.024431054528556772,3
hmda_race,hmda,VA,eodds_max_gap,lower,erm,10,0.09920917933905357,0.011179883534915312,4
hmda_race,hmda,VA,eodds_max_gap,lower,adv,10,0.10135906040268457,0.024694578312142446,4
hmda_race,hmda,VA,eodds_max_gap,lower,wrong_spec,10,0.22680245235465693,0.040223646402260387,5
hmda_race,hmda,VA,fpr_gap,lower,reweight,10,0.008616338175742654,0.007696906730312343,1
hmda_race,hmda,VA,fpr_gap,lower,repair_main0,10,0.015878323846742003,0.00856046977345136,1
hmda_race,hmda,VA,fpr_gap,lower,repair_main05,10,0.013054965593407509,0.0109422530942581,1
hmda_race,hmda,VA,fpr_gap,lower,no_interaction,10,0.0231576190071645,0.01412933587043889,2
hmda_race,hmda,VA,fpr_gap,lower,fairsmote,10,0.02753044204683827,0.017756658871271536,2
hmda_race,hmda,VA,fpr_gap,lower,blind,10,0.045312703536941036,0.01212624651272484,3
hmda_race,hmda,VA,fpr_gap,lower,score_only,10,0.038225264067057466,0.024557142014958233,3
hmda_race,hmda,VA,fpr_gap,lower,erm,10,0.09920917933905357,0.011179883534915312,4
hmda_race,hmda,VA,fpr_gap,lower,adv,10,0.10135906040268457,0.024694578312142446,4
hmda_race,hmda,VA,fpr_gap,lower,wrong_spec,10,0.22680245235465693,0.040223646402260387,5
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,repair_main0,10,0.12517401576042175,0.038291274002605215,1
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,repair_main05,10,0.13599082529544831,0.04998259452699625,1
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,score_only,10,0.2540289893746376,0.05804395667730389,2
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,no_interaction,10,0.25462866127490996,0.06649449218938049,2
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,blind,10,0.4173170834779739,0.08959739274546892,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,reweight,10,0.3972847029566765,0.1785854583861185,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,adv,10,0.35944146364927293,0.16047414121596654,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,wrong_spec,10,0.3485173061490059,0.11971083843272809,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,erm,10,0.5213261157274246,0.09356905198785415,4
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_max,lower,fairsmote,10,0.9718327581882477,0.4149787715463784,5
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main0,10,0.029402937553822995,0.006246926121728631,1
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main05,10,0.029833562113344668,0.00567993181665996,1
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,score_only,10,0.0725863803178072,0.022860864602637285,2
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,no_interaction,10,0.06103462241590023,0.017431032115558395,2
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,blind,10,0.11938811615109443,0.03387218962091185,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,reweight,10,0.12713435254991054,0.06258780266018246,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,adv,10,0.10899596475064754,0.04082382160011726,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,wrong_spec,10,0.10516053438186646,0.02175747969890178,3
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,erm,10,0.1564236745238304,0.02544475040267164,4
hmda_race,hmda,VA,higher_order_boundary_proxy_gap_scope_mean,lower,fairsmote,10,0.3052697144448757,0.14350675752217354,5
hmda_race,hmda,VA,main_abs_logit_mean,lower,repair_main05,10,0.011876268824562431,0.010282482342408375,1
hmda_race,hmda,VA,main_abs_logit_mean,lower,repair_main0,10,0.0821116216480732,0.022344082867959126,2
hmda_race,hmda,VA,main_abs_logit_mean,lower,no_interaction,10,0.16894364058971406,0.03684870167925016,3
hmda_race,hmda,VA,main_abs_logit_mean,lower,reweight,10,0.27779953330755236,0.1042758076712234,4
hmda_race,hmda,VA,main_abs_logit_mean,lower,score_only,10,0.2391189306974411,0.06134489039906919,4
hmda_race,hmda,VA,main_abs_logit_mean,lower,adv,10,0.45572487115859983,0.09553499915789437,5
hmda_race,hmda,VA,main_abs_logit_mean,lower,erm,10,0.6529206752777099,0.057902562609534906,6
hmda_race,hmda,VA,main_abs_logit_mean,lower,fairsmote,10,0.6026999026536941,0.1860770000278522,6
hmda_race,hmda,VA,main_abs_logit_mean,lower,wrong_spec,10,0.9204039812088013,0.18858728584558962,7
hmda_race,hmda,VA,pair_abs_max,lower,repair_main05,10,0.041136237978935244,0.01890247364636072,1
hmda_race,hmda,VA,pair_abs_max,lower,repair_main0,10,0.07304910346865653,0.018848678128236932,2
hmda_race,hmda,VA,pair_abs_max,lower,no_interaction,10,1.1864224672317505,0.3061092064983015,3
hmda_race,hmda,VA,pair_abs_max,lower,score_only,10,1.5444515883922576,0.5076663302184743,4
hmda_race,hmda,VA,pair_abs_max,lower,wrong_spec,10,1.5994953036308288,0.23863532778018387,4
hmda_race,hmda,VA,pair_abs_max,lower,reweight,10,1.8546128749847413,0.9512836110818884,5
hmda_race,hmda,VA,pair_abs_max,lower,adv,10,1.7836772322654724,0.6920565277422398,5
hmda_race,hmda,VA,pair_abs_max,lower,erm,10,2.2571959853172303,0.4104550001233448,6
hmda_race,hmda,VA,pair_abs_max,lower,fairsmote,10,3.957832396030426,1.4102147600328983,7
hmda_race,hmda,VA,pair_abs_mean,lower,repair_main05,10,0.003889007889665663,0.0016563548258906285,1
hmda_race,hmda,VA,pair_abs_mean,lower,repair_main0,10,0.00815867679193616,0.0021882634605583434,2
hmda_race,hmda,VA,pair_abs_mean,lower,no_interaction,10,0.14194474145770072,0.03104646520525158,3
hmda_race,hmda,VA,pair_abs_mean,lower,score_only,10,0.17447896748781205,0.04171605656860062,4
hmda_race,hmda,VA,pair_abs_mean,lower,reweight,10,0.24027755558490754,0.10981790599964654,5
hmda_race,hmda,VA,pair_abs_mean,lower,adv,10,0.22616469860076904,0.058208225340767174,5
hmda_race,hmda,VA,pair_abs_mean,lower,erm,10,0.2814452514052391,0.040011091357569036,6
hmda_race,hmda,VA,pair_abs_mean,lower,wrong_spec,10,0.5966798931360244,0.07162084207620902,7
hmda_race,hmda,VA,pair_abs_mean,lower,fairsmote,10,0.6582110971212387,0.23411218549694107,7
hmda_race,hmda,VA,pair_abs_q95,lower,repair_main05,10,0.011477519664913413,0.004570558215470217,1
hmda_race,hmda,VA,pair_abs_q95,lower,repair_main0,10,0.023282114677131174,0.006009219626871259,2
hmda_race,hmda,VA,pair_abs_q95,lower,score_only,10,0.534170467853546,0.09901592645557045,3
hmda_race,hmda,VA,pair_abs_q95,lower,no_interaction,10,0.4629355162382124,0.10956653734191392,3
hmda_race,hmda,VA,pair_abs_q95,lower,reweight,10,0.6663835863769053,0.2891783521863659,4
hmda_race,hmda,VA,pair_abs_q95,lower,adv,10,0.6185373762249946,0.16511293336098892,4
hmda_race,hmda,VA,pair_abs_q95,lower,erm,10,0.8071728149056433,0.11564730632916521,5
hmda_race,hmda,VA,pair_abs_q95,lower,wrong_spec,10,0.9985044476389884,0.15642376114409345,6
hmda_race,hmda,VA,pair_abs_q95,lower,fairsmote,10,1.7583525535464284,0.5362735374898542,7
hmda_race,hmda,VA,proxy_effect_gap_max,lower,repair_main0,10,0.06145525071769953,0.0320303374301316,1
hmda_race,hmda,VA,proxy_effect_gap_max,lower,repair_main05,10,0.04150407910346985,0.024756195524092563,1
hmda_race,hmda,VA,proxy_effect_gap_max,lower,blind,10,0.5736039221286774,0.0736969865949841,2
hmda_race,hmda,VA,proxy_effect_gap_max,lower,reweight,10,0.6940629065036774,0.16266284995549454,3
hmda_race,hmda,VA,proxy_effect_gap_max,lower,adv,10,0.6799162328243256,0.10463722345540231,3
hmda_race,hmda,VA,proxy_effect_gap_max,lower,no_interaction,10,0.6762919872999191,0.13139049358874352,3
hmda_race,hmda,VA,proxy_effect_gap_max,lower,erm,10,0.7879272699356079,0.06602413861829579,4
hmda_race,hmda,VA,proxy_effect_gap_max,lower,score_only,10,0.7957486987113953,0.09621272903373204,4
hmda_race,hmda,VA,proxy_effect_gap_max,lower,wrong_spec,10,0.8422638773918152,0.12781652485490738,4
hmda_race,hmda,VA,proxy_effect_gap_max,lower,fairsmote,10,1.1220928370952605,0.15147774453499768,5
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,repair_main0,10,0.02315707756206393,0.007909252702811433,1
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,repair_main05,10,0.01825152663514018,0.005498810349780526,1
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,blind,10,0.24556297212839126,0.02965077528004434,2
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,score_only,10,0.2553503781557083,0.041675345533310974,2
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,no_interaction,10,0.22724974006414414,0.04794023968836224,2
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,reweight,10,0.293889282643795,0.0801572076390113,3
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,adv,10,0.30163006782531737,0.058098820769835184,3
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,erm,10,0.34825621247291566,0.026909684916672182,4
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,wrong_spec,10,0.5946435570716858,0.05627930348223301,5
hmda_race,hmda,VA,proxy_effect_gap_mean,lower,fairsmote,10,0.5670485675334931,0.08234934961808774,5
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,reweight,10,0.11598449647426605,0.08112529059862363,1
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,score_only,10,0.10397000033408403,0.06539446194730568,1
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,repair_main0,10,0.08800448402762413,0.04521889130910936,1
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,repair_main05,10,0.08128101956099272,0.04993360878389737,1
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,no_interaction,10,0.09683341216295957,0.05368187340943013,1
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,blind,10,0.3483836278319359,0.12082770244891715,2
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,fairsmote,10,0.2747677952051163,0.12393466472499248,2
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,adv,10,0.5489255994558334,0.20394173183334918,3
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,erm,10,0.744900929927826,0.10247398080057128,4
hmda_race,hmda,VA,proxy_score_gap_cond_mean,lower,wrong_spec,10,0.9740780323743821,0.11722234787364402,5
