"experiment","dataset","state","metric","direction","model","n","mean","std","sk_esd_group","package","package_version"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","adv",10,0.689736604690552,0.0636214845886375,6,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","fairsmote",10,0.836015784740448,0.194852805739137,7,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","erm",10,0.862239265441895,0.067528725997918,7,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","reweight",10,0.903026711940765,0.128794063301261,8,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","wrong_spec",10,0.991545021533966,0.238510487072204,9,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","repair_direct",10,0.0292868781834841,0.00188233727479903,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","proxy_exhaustive",10,0.0312533766031265,0.00302392337085598,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","blind",10,0.136867489665747,0.0189833555727743,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","no_interaction",10,0.191335474699736,0.0314272567630088,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","score_only",10,0.20609013736248,0.017166903122796,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_mean","lower","adv",10,0.226211215555668,0.0509084656462214,6,"ScottKnottESD","2.0.3"
