experiment,dataset,state,model,metric_group,metric,n,mean,std,direction
adult_gender,adult,-,reweight,mechanism,boundary_proxy_effect_gap_max,10,0.6945023715496064,0.2557391713710885,lower
adult_gender,adult,-,reweight,mechanism,boundary_proxy_effect_gap_mean,10,0.2803358256816864,0.10997193793252777,lower
adult_gender,adult,-,reweight,mechanism,boundary_proxy_score_gap_cond_mean,10,0.042873545084148645,0.024467838564929154,lower
adult_gender,adult,-,reweight,mechanism,cf_abs_prob_mean,10,0.12133217304944992,0.008524990984000069,lower
adult_gender,adult,-,reweight,mechanism,cf_flip_rate,10,0.16580810546875,0.01785809357322419,lower
adult_gender,adult,-,reweight,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.56568473726511,0.3683052195376818,lower
adult_gender,adult,-,reweight,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.13115879893302917,0.09211905732542483,lower
adult_gender,adult,-,reweight,mechanism,main_abs_logit_mean,10,0.8753519296646118,0.061058265471650344,lower
adult_gender,adult,-,reweight,mechanism,pair_abs_max,10,1.8345699906349182,0.8442581651871138,lower
adult_gender,adult,-,reweight,mechanism,pair_abs_mean,10,0.3141523540019989,0.1256943032599718,lower
adult_gender,adult,-,reweight,mechanism,pair_abs_q95,10,0.965161241292953,0.345768091786482,lower
adult_gender,adult,-,reweight,mechanism,proxy_effect_gap_max,10,0.6573047429323197,0.31539666121257676,lower
adult_gender,adult,-,reweight,mechanism,proxy_effect_gap_mean,10,0.2600648686289787,0.10606030828895928,lower
adult_gender,adult,-,reweight,mechanism,proxy_score_gap_cond_mean,10,0.69407559633255,0.2677329824512092,lower
adult_gender,adult,-,score_only,behavior,accuracy,10,0.8491984521835269,0.003544003030822567,higher
adult_gender,adult,-,score_only,behavior,aod_gap,10,0.04443106201835327,0.012407303934697095,lower
adult_gender,adult,-,score_only,behavior,auc,10,0.9046656457513431,0.0033286108142039695,higher
adult_gender,adult,-,score_only,behavior,dp_gap,10,0.1475559376180172,0.019976950453752675,lower
adult_gender,adult,-,score_only,behavior,eod_gap,10,0.03587228059604062,0.024926738976974,lower
adult_gender,adult,-,score_only,behavior,eodds_max_gap,10,0.058845148704407504,0.016212165999033096,lower
adult_gender,adult,-,score_only,behavior,fpr_gap,10,0.05298984344066592,0.0158465829272057,lower
adult_gender,adult,-,score_only,mechanism,boundary_proxy_effect_gap_max,10,0.8140002101659775,0.2025695662862507,lower
adult_gender,adult,-,score_only,mechanism,boundary_proxy_effect_gap_mean,10,0.26807345896959306,0.07838105626678067,lower
adult_gender,adult,-,score_only,mechanism,boundary_proxy_score_gap_cond_mean,10,0.025140318740159272,0.011600359296665445,lower
adult_gender,adult,-,score_only,mechanism,cf_abs_prob_mean,10,0.06815942451357841,0.009730980750633533,lower
adult_gender,adult,-,score_only,mechanism,cf_flip_rate,10,0.07464599609375,0.0174543236123869,lower
adult_gender,adult,-,score_only,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.30132852494716644,0.1526609033655093,lower
adult_gender,adult,-,score_only,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.06413900926709175,0.040050466882343434,lower
adult_gender,adult,-,score_only,mechanism,main_abs_logit_mean,10,0.8689918518066406,0.057604430475986554,lower
adult_gender,adult,-,score_only,mechanism,pair_abs_max,10,1.6514856815338135,0.570316472121321,lower
adult_gender,adult,-,score_only,mechanism,pair_abs_mean,10,0.295683765411377,0.10560165069648951,lower
adult_gender,adult,-,score_only,mechanism,pair_abs_q95,10,1.0667466604709623,0.4024990404501862,lower
adult_gender,adult,-,score_only,mechanism,proxy_effect_gap_max,10,0.7201217353343964,0.19782290812627457,lower
adult_gender,adult,-,score_only,mechanism,proxy_effect_gap_mean,10,0.26237155497074127,0.08155629756882142,lower
adult_gender,adult,-,score_only,mechanism,proxy_score_gap_cond_mean,10,0.09632633253931999,0.043534197945642374,lower
adult_gender,adult,-,wrong_spec,behavior,accuracy,10,0.8471641791044776,0.0018589292778237495,higher
adult_gender,adult,-,wrong_spec,behavior,aod_gap,10,0.14668659634992381,0.024788462601803035,lower
adult_gender,adult,-,wrong_spec,behavior,auc,10,0.9059353963454492,0.002086743286525686,higher
adult_gender,adult,-,wrong_spec,behavior,dp_gap,10,0.21364329904317855,0.01978148780560832,lower
adult_gender,adult,-,wrong_spec,behavior,eod_gap,10,0.19636010996874176,0.041293464076045505,lower
adult_gender,adult,-,wrong_spec,behavior,eodds_max_gap,10,0.19636010996874176,0.041293464076045505,lower
adult_gender,adult,-,wrong_spec,behavior,fpr_gap,10,0.09701308273110584,0.01511383479559362,lower
adult_gender,adult,-,wrong_spec,mechanism,boundary_proxy_effect_gap_max,10,0.7767224371433258,0.21714929887668402,lower
adult_gender,adult,-,wrong_spec,mechanism,boundary_proxy_effect_gap_mean,10,0.4674032419919968,0.04563277958480847,lower
adult_gender,adult,-,wrong_spec,mechanism,boundary_proxy_score_gap_cond_mean,10,0.03762702425010502,0.025657428504085783,lower
adult_gender,adult,-,wrong_spec,mechanism,cf_abs_prob_mean,10,0.049888643249869344,0.007062459963925173,lower
adult_gender,adult,-,wrong_spec,mechanism,cf_flip_rate,10,0.03782958984375,0.010749960504996521,lower
adult_gender,adult,-,wrong_spec,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.2275847390294075,0.07716053177701623,lower
adult_gender,adult,-,wrong_spec,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.060311641171574594,0.02252079237025081,lower
adult_gender,adult,-,wrong_spec,mechanism,main_abs_logit_mean,10,0.9282437145709992,0.16785313173827793,lower
adult_gender,adult,-,wrong_spec,mechanism,pair_abs_max,10,1.3649210333824158,0.26805813011487734,lower
adult_gender,adult,-,wrong_spec,mechanism,pair_abs_mean,10,0.4237834870815277,0.03812043164247109,lower
adult_gender,adult,-,wrong_spec,mechanism,pair_abs_q95,10,0.8643317067623136,0.1790093287503745,lower
adult_gender,adult,-,wrong_spec,mechanism,proxy_effect_gap_max,10,0.6869019210338593,0.0886151523857563,lower
adult_gender,adult,-,wrong_spec,mechanism,proxy_effect_gap_mean,10,0.5169659972190856,0.02636982836695329,lower
adult_gender,adult,-,wrong_spec,mechanism,proxy_score_gap_cond_mean,10,1.5713911384344101,0.18548646095542767,lower
hmda_race,hmda,MD,adv,behavior,accuracy,10,0.8671678145472871,0.0015731191631560342,higher
hmda_race,hmda,MD,adv,behavior,aod_gap,10,0.05720286238904024,0.013914587324478402,lower
hmda_race,hmda,MD,adv,behavior,auc,10,0.8620251310375422,0.002221291696999382,higher
hmda_race,hmda,MD,adv,behavior,dp_gap,10,0.1107698142528534,0.011423023980690228,lower
hmda_race,hmda,MD,adv,behavior,eod_gap,10,0.036055292668114344,0.008347925640421788,lower
hmda_race,hmda,MD,adv,behavior,eodds_max_gap,10,0.07835043210996612,0.020645579856361423,lower
hmda_race,hmda,MD,adv,behavior,fpr_gap,10,0.07835043210996612,0.020645579856361423,lower
hmda_race,hmda,MD,adv,mechanism,boundary_proxy_effect_gap_max,10,0.5369406700134277,0.11017346616642992,lower
hmda_race,hmda,MD,adv,mechanism,boundary_proxy_effect_gap_mean,10,0.23973065614700317,0.05069976637338094,lower
hmda_race,hmda,MD,adv,mechanism,boundary_proxy_score_gap_cond_mean,10,0.027475353656336667,0.013489433748289136,lower
hmda_race,hmda,MD,adv,mechanism,cf_abs_prob_mean,10,0.053479621186852455,0.0077018167940815846,lower
hmda_race,hmda,MD,adv,mechanism,cf_flip_rate,10,0.04024658203125,0.006870497279048504,lower
hmda_race,hmda,MD,adv,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.39560551643371583,0.08341289089195228,lower
hmda_race,hmda,MD,adv,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.11134676560759545,0.023307751593706336,lower
hmda_race,hmda,MD,adv,mechanism,main_abs_logit_mean,10,0.48515012860298157,0.07534847182262386,lower
hmda_race,hmda,MD,adv,mechanism,pair_abs_max,10,1.667148804664612,0.26899395873958404,lower
hmda_race,hmda,MD,adv,mechanism,pair_abs_mean,10,0.2266831785440445,0.03352063304845154,lower
hmda_race,hmda,MD,adv,mechanism,pair_abs_q95,10,0.6095201331377029,0.09648607611274132,lower
hmda_race,hmda,MD,adv,mechanism,proxy_effect_gap_max,10,0.6994979739189148,0.07016530166448792,lower
hmda_race,hmda,MD,adv,mechanism,proxy_effect_gap_mean,10,0.2939990356564522,0.04242498691092538,lower
hmda_race,hmda,MD,adv,mechanism,proxy_score_gap_cond_mean,10,0.4780579075217247,0.11707200243852334,lower
hmda_race,hmda,MD,blind,behavior,accuracy,10,0.8664762864662074,0.0015741458164975628,higher
hmda_race,hmda,MD,blind,behavior,aod_gap,10,0.033939077243004476,0.0071876414145614275,lower
hmda_race,hmda,MD,blind,behavior,auc,10,0.8601083134785266,0.002231798004483291,higher
hmda_race,hmda,MD,blind,behavior,dp_gap,10,0.0911235749721527,0.0057669648409950395,lower
hmda_race,hmda,MD,blind,behavior,eod_gap,10,0.02175167567994084,0.00409579815297264,lower
hmda_race,hmda,MD,blind,behavior,eodds_max_gap,10,0.04612647880606811,0.011564693652008221,lower
hmda_race,hmda,MD,blind,behavior,fpr_gap,10,0.04612647880606811,0.011564693652008221,lower
hmda_race,hmda,MD,blind,mechanism,boundary_proxy_effect_gap_max,10,0.36131015717983245,0.08452445228451916,lower
hmda_race,hmda,MD,blind,mechanism,boundary_proxy_effect_gap_mean,10,0.17593038380146026,0.022566314019836543,lower
hmda_race,hmda,MD,blind,mechanism,boundary_proxy_score_gap_cond_mean,10,0.025028083007782698,0.013864275103687835,lower
hmda_race,hmda,MD,blind,mechanism,cf_abs_prob_mean,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,cf_flip_rate,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.3780335754156113,0.07690465239631218,lower
hmda_race,hmda,MD,blind,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.10838761478662491,0.014409946046399806,lower
hmda_race,hmda,MD,blind,mechanism,main_abs_logit_mean,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,pair_abs_max,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,pair_abs_mean,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,pair_abs_q95,10,0.0,0.0,lower
hmda_race,hmda,MD,blind,mechanism,proxy_effect_gap_max,10,0.5839110136032104,0.07326147721323029,lower
hmda_race,hmda,MD,blind,mechanism,proxy_effect_gap_mean,10,0.25021101981401445,0.03372661375905284,lower
hmda_race,hmda,MD,blind,mechanism,proxy_score_gap_cond_mean,10,0.3941801503300667,0.07482482971462624,lower
hmda_race,hmda,MD,erm,behavior,accuracy,10,0.8673497956212554,0.0014191943483365763,higher
hmda_race,hmda,MD,erm,behavior,aod_gap,10,0.06107855792973083,0.01165759790319448,lower
hmda_race,hmda,MD,erm,behavior,auc,10,0.8634584317244234,0.0022756785366973642,higher
hmda_race,hmda,MD,erm,behavior,dp_gap,10,0.11272727251052857,0.009649146833358921,lower
hmda_race,hmda,MD,erm,behavior,eod_gap,10,0.03662493338259663,0.006316233715977103,lower
hmda_race,hmda,MD,erm,behavior,eodds_max_gap,10,0.08553218247686503,0.01842969105686038,lower
hmda_race,hmda,MD,erm,behavior,fpr_gap,10,0.08553218247686503,0.01842969105686038,lower
hmda_race,hmda,MD,erm,mechanism,boundary_proxy_effect_gap_max,10,0.6041790276765824,0.15172104717737217,lower
hmda_race,hmda,MD,erm,mechanism,boundary_proxy_effect_gap_mean,10,0.28008266240358354,0.037421648867186644,lower
hmda_race,hmda,MD,erm,mechanism,boundary_proxy_score_gap_cond_mean,10,0.0459894010797143,0.02714562946439174,lower
hmda_race,hmda,MD,erm,mechanism,cf_abs_prob_mean,10,0.0720015250146389,0.005100575726073392,lower
hmda_race,hmda,MD,erm,mechanism,cf_flip_rate,10,0.044580078125,0.0071380231788405945,lower
hmda_race,hmda,MD,erm,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.47558489441871643,0.12577969093683403,lower
hmda_race,hmda,MD,erm,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.13600507602095604,0.028035463807253632,lower
hmda_race,hmda,MD,erm,mechanism,main_abs_logit_mean,10,0.6861789941787719,0.049146266581078145,lower
hmda_race,hmda,MD,erm,mechanism,pair_abs_max,10,1.8722703576087951,0.43765365389545313,lower
hmda_race,hmda,MD,erm,mechanism,pair_abs_mean,10,0.2524424836039543,0.03388469574341887,lower
hmda_race,hmda,MD,erm,mechanism,pair_abs_q95,10,0.6942572510242462,0.09279505616121923,lower
hmda_race,hmda,MD,erm,mechanism,proxy_effect_gap_max,10,0.7362704634666443,0.061791224304943757,lower
hmda_race,hmda,MD,erm,mechanism,proxy_effect_gap_mean,10,0.3262151271104813,0.02033421499701753,lower
hmda_race,hmda,MD,erm,mechanism,proxy_score_gap_cond_mean,10,0.6993335664272309,0.09152906135599659,lower
hmda_race,hmda,MD,fairsmote,behavior,accuracy,10,0.833151352259365,0.006557792947767073,higher
hmda_race,hmda,MD,fairsmote,behavior,aod_gap,10,0.013203667239956085,0.006213398825748104,lower
hmda_race,hmda,MD,fairsmote,behavior,auc,10,0.8472221662895529,0.004183483655369319,higher
hmda_race,hmda,MD,fairsmote,behavior,dp_gap,10,0.07166199684143067,0.013883828667674228,lower
hmda_race,hmda,MD,fairsmote,behavior,eod_gap,10,0.011405669443521217,0.008072662791419827,lower
hmda_race,hmda,MD,fairsmote,behavior,eodds_max_gap,10,0.018614212133563086,0.009755525809309943,lower
hmda_race,hmda,MD,fairsmote,behavior,fpr_gap,10,0.015001665036390954,0.010181631564924605,lower
hmda_race,hmda,MD,fairsmote,mechanism,boundary_proxy_effect_gap_max,10,0.9592618346214294,0.18552469572704375,lower
hmda_race,hmda,MD,fairsmote,mechanism,boundary_proxy_effect_gap_mean,10,0.5463731616735459,0.09251595014934627,lower
hmda_race,hmda,MD,fairsmote,mechanism,boundary_proxy_score_gap_cond_mean,10,0.027070837444625795,0.01698768049448755,lower
hmda_race,hmda,MD,fairsmote,mechanism,cf_abs_prob_mean,10,0.07205570638179778,0.011561469573818648,lower
hmda_race,hmda,MD,fairsmote,mechanism,cf_flip_rate,10,0.0731201171875,0.0109267893831361,lower
hmda_race,hmda,MD,fairsmote,mechanism,higher_order_boundary_proxy_gap_scope_max,10,1.030870532989502,0.3769155558062014,lower
hmda_race,hmda,MD,fairsmote,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.30357531309127805,0.08663578520206758,lower
hmda_race,hmda,MD,fairsmote,mechanism,main_abs_logit_mean,10,0.5524388879537583,0.1059605046851043,lower
hmda_race,hmda,MD,fairsmote,mechanism,pair_abs_max,10,3.5637735605239866,1.1532816437120696,lower
hmda_race,hmda,MD,fairsmote,mechanism,pair_abs_mean,10,0.6233366280794144,0.17180825119384527,lower
hmda_race,hmda,MD,fairsmote,mechanism,pair_abs_q95,10,1.615133764147758,0.44821780950478135,lower
hmda_race,hmda,MD,fairsmote,mechanism,proxy_effect_gap_max,10,0.9688578426837922,0.12709594639165223,lower
hmda_race,hmda,MD,fairsmote,mechanism,proxy_effect_gap_mean,10,0.6419527471065521,0.09196936448366533,lower
hmda_race,hmda,MD,fairsmote,mechanism,proxy_score_gap_cond_mean,10,0.24209533333778382,0.10352914932241487,lower
hmda_race,hmda,MD,no_interaction,behavior,accuracy,10,0.8619351587434907,0.0038899097126167733,higher
hmda_race,hmda,MD,no_interaction,behavior,aod_gap,10,0.007744607353548117,0.00595330909343297,lower
hmda_race,hmda,MD,no_interaction,behavior,auc,10,0.8511977805958136,0.005158597364220379,higher
hmda_race,hmda,MD,no_interaction,behavior,dp_gap,10,0.059134173393249514,0.005916580092762421,lower
hmda_race,hmda,MD,no_interaction,behavior,eod_gap,10,0.0035385359353716783,0.0032724387374774627,lower
hmda_race,hmda,MD,no_interaction,behavior,eodds_max_gap,10,0.01318831603758378,0.01254165620264056,lower
hmda_race,hmda,MD,no_interaction,behavior,fpr_gap,10,0.011950678771724555,0.01327165692565676,lower
hmda_race,hmda,MD,no_interaction,mechanism,boundary_proxy_effect_gap_max,10,0.3470624953508377,0.09401249133876173,lower
hmda_race,hmda,MD,no_interaction,mechanism,boundary_proxy_effect_gap_mean,10,0.15081307366490365,0.021347851192038775,lower
hmda_race,hmda,MD,no_interaction,mechanism,boundary_proxy_score_gap_cond_mean,10,0.033707627654075624,0.021616292619810316,lower
hmda_race,hmda,MD,no_interaction,mechanism,cf_abs_prob_mean,10,0.020908934995532036,0.003739342378038282,lower
hmda_race,hmda,MD,no_interaction,mechanism,cf_flip_rate,10,0.0118896484375,0.0022139305820259186,lower
hmda_race,hmda,MD,no_interaction,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.2563240617513657,0.11647698862838421,lower
hmda_race,hmda,MD,no_interaction,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.06601672619581223,0.021972548584234627,lower
hmda_race,hmda,MD,no_interaction,mechanism,main_abs_logit_mean,10,0.19217999875545502,0.0359520954733599,lower
hmda_race,hmda,MD,no_interaction,mechanism,pair_abs_max,10,1.0267849206924438,0.24475953150429428,lower
hmda_race,hmda,MD,no_interaction,mechanism,pair_abs_mean,10,0.13342847749590875,0.03133687088521598,lower
hmda_race,hmda,MD,no_interaction,mechanism,pair_abs_q95,10,0.3788734132051467,0.10434151041366398,lower
hmda_race,hmda,MD,no_interaction,mechanism,proxy_effect_gap_max,10,0.5473471134901047,0.07993032668073317,lower
hmda_race,hmda,MD,no_interaction,mechanism,proxy_effect_gap_mean,10,0.22311358898878098,0.024858274114150588,lower
hmda_race,hmda,MD,no_interaction,mechanism,proxy_score_gap_cond_mean,10,0.06716706864535808,0.036111795866106446,lower
hmda_race,hmda,MD,repair_main0,behavior,accuracy,10,0.8638473598745731,0.0006968032267839479,higher
hmda_race,hmda,MD,repair_main0,behavior,aod_gap,10,0.0074387736094580605,0.0038246596998269522,lower
hmda_race,hmda,MD,repair_main0,behavior,auc,10,0.8520003832904598,0.0022666101057919716,higher
hmda_race,hmda,MD,repair_main0,behavior,dp_gap,10,0.0621839702129364,0.005399779716694145,lower
hmda_race,hmda,MD,repair_main0,behavior,eod_gap,10,0.004413221058100702,0.0021137110152198097,lower
hmda_race,hmda,MD,repair_main0,behavior,eodds_max_gap,10,0.01086434948643753,0.00709443285426501,lower
hmda_race,hmda,MD,repair_main0,behavior,fpr_gap,10,0.010464326160815418,0.0075459919695076,lower
hmda_race,hmda,MD,repair_main0,mechanism,boundary_proxy_effect_gap_max,10,0.06667873673141003,0.018088745238344087,lower
hmda_race,hmda,MD,repair_main0,mechanism,boundary_proxy_effect_gap_mean,10,0.02838773503899574,0.004300919474996908,lower
hmda_race,hmda,MD,repair_main0,mechanism,boundary_proxy_score_gap_cond_mean,10,0.028068479523062705,0.01904109224130396,lower
hmda_race,hmda,MD,repair_main0,mechanism,cf_abs_prob_mean,10,0.0027291901875287294,0.0011038607542289143,lower
hmda_race,hmda,MD,repair_main0,mechanism,cf_flip_rate,10,0.00113525390625,0.0007142243472486205,lower
hmda_race,hmda,MD,repair_main0,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.12682375311851501,0.038275595500275886,lower
hmda_race,hmda,MD,repair_main0,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.02921188995242119,0.00471959137296437,lower
hmda_race,hmda,MD,repair_main0,mechanism,main_abs_logit_mean,10,0.026843263395130636,0.009082116645268907,lower
hmda_race,hmda,MD,repair_main0,mechanism,pair_abs_max,10,0.05762992650270462,0.012323586480113401,lower
hmda_race,hmda,MD,repair_main0,mechanism,pair_abs_mean,10,0.005312889721244574,0.0009504988985367217,lower
hmda_race,hmda,MD,repair_main0,mechanism,pair_abs_q95,10,0.015359103158116338,0.0025770945297017276,lower
hmda_race,hmda,MD,repair_main0,mechanism,proxy_effect_gap_max,10,0.033784494176506995,0.009935114124640265,lower
hmda_race,hmda,MD,repair_main0,mechanism,proxy_effect_gap_mean,10,0.016121512930840253,0.002904094339044459,lower
hmda_race,hmda,MD,repair_main0,mechanism,proxy_score_gap_cond_mean,10,0.06746892761439086,0.03843033282600611,lower
hmda_race,hmda,MD,repair_main05,behavior,accuracy,10,0.8616271907721597,0.0024613104987623855,higher
hmda_race,hmda,MD,repair_main05,behavior,aod_gap,10,0.008095605118432552,0.004357025135742206,lower
hmda_race,hmda,MD,repair_main05,behavior,auc,10,0.8498960429186797,0.002245349038349454,higher
hmda_race,hmda,MD,repair_main05,behavior,dp_gap,10,0.05855385661125183,0.006833886188357019,lower
hmda_race,hmda,MD,repair_main05,behavior,eod_gap,10,0.003901858196726238,0.0026101676747657195,lower
hmda_race,hmda,MD,repair_main05,behavior,eodds_max_gap,10,0.012411181550407746,0.008658834567803473,lower
hmda_race,hmda,MD,repair_main05,behavior,fpr_gap,10,0.012289352040138868,0.008775021531405046,lower
hmda_race,hmda,MD,repair_main05,mechanism,boundary_proxy_effect_gap_max,10,0.06123996898531914,0.025002365121116015,lower
hmda_race,hmda,MD,repair_main05,mechanism,boundary_proxy_effect_gap_mean,10,0.029680636525154114,0.006552024094736634,lower
hmda_race,hmda,MD,repair_main05,mechanism,boundary_proxy_score_gap_cond_mean,10,0.029946773871779443,0.018806899075956507,lower
hmda_race,hmda,MD,repair_main05,mechanism,cf_abs_prob_mean,10,0.0009417420165846125,0.0005176511879907946,lower
hmda_race,hmda,MD,repair_main05,mechanism,cf_flip_rate,10,0.00052490234375,0.00022324001829988937,lower
hmda_race,hmda,MD,repair_main05,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.1107082188129425,0.024753362503906706,lower
hmda_race,hmda,MD,repair_main05,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.02659470196813345,0.004273045541787851,lower
hmda_race,hmda,MD,repair_main05,mechanism,main_abs_logit_mean,10,0.008131728088483215,0.004390136963759874,lower
hmda_race,hmda,MD,repair_main05,mechanism,pair_abs_max,10,0.04220273718237877,0.010856051428728516,lower
hmda_race,hmda,MD,repair_main05,mechanism,pair_abs_mean,10,0.004027462657541036,0.0015192382234010475,lower
hmda_race,hmda,MD,repair_main05,mechanism,pair_abs_q95,10,0.011844862736761568,0.003896852835497885,lower
hmda_race,hmda,MD,repair_main05,mechanism,proxy_effect_gap_max,10,0.03850282803177833,0.01151584352685972,lower
hmda_race,hmda,MD,repair_main05,mechanism,proxy_effect_gap_mean,10,0.01705697728320956,0.002703133532013648,lower
hmda_race,hmda,MD,repair_main05,mechanism,proxy_score_gap_cond_mean,10,0.061771257873624565,0.033639001278306706,lower
hmda_race,hmda,MD,reweight,behavior,accuracy,10,0.8334257237247327,0.006037195565831955,higher
hmda_race,hmda,MD,reweight,behavior,aod_gap,10,0.013036649844277066,0.004974918734676207,lower
hmda_race,hmda,MD,reweight,behavior,auc,10,0.8508334232348046,0.0036023329412831475,higher
hmda_race,hmda,MD,reweight,behavior,dp_gap,10,0.07219668626785278,0.009521065495299134,lower
hmda_race,hmda,MD,reweight,behavior,eod_gap,10,0.007150950172735593,0.004336577621993564,lower
hmda_race,hmda,MD,reweight,behavior,eodds_max_gap,10,0.01991117850640684,0.008536614310191037,lower
hmda_race,hmda,MD,reweight,behavior,fpr_gap,10,0.01892234951581854,0.010099491503426889,lower
hmda_race,hmda,MD,reweight,mechanism,boundary_proxy_effect_gap_max,10,0.5927550137043,0.12243574124031044,lower
hmda_race,hmda,MD,reweight,mechanism,boundary_proxy_effect_gap_mean,10,0.2478884220123291,0.054713509710149245,lower
hmda_race,hmda,MD,reweight,mechanism,boundary_proxy_score_gap_cond_mean,10,0.02364805042743683,0.010967808709126541,lower
hmda_race,hmda,MD,reweight,mechanism,cf_abs_prob_mean,10,0.040904014557600024,0.012583354164585038,lower
hmda_race,hmda,MD,reweight,mechanism,cf_flip_rate,10,0.04404296875,0.010288048472409437,lower
hmda_race,hmda,MD,reweight,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.44932428002357483,0.21022361814854545,lower
hmda_race,hmda,MD,reweight,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.10595961939543486,0.04812257372530104,lower
hmda_race,hmda,MD,reweight,mechanism,main_abs_logit_mean,10,0.26183457374572755,0.09214669955484023,lower
hmda_race,hmda,MD,reweight,mechanism,pair_abs_max,10,1.5969037532806396,0.7002171825276582,lower
hmda_race,hmda,MD,reweight,mechanism,pair_abs_mean,10,0.2291220985352993,0.09365101940445344,lower
hmda_race,hmda,MD,reweight,mechanism,pair_abs_q95,10,0.6187544958293437,0.2504639969996564,lower
hmda_race,hmda,MD,reweight,mechanism,proxy_effect_gap_max,10,0.6658848106861115,0.13110145422712383,lower
hmda_race,hmda,MD,reweight,mechanism,proxy_effect_gap_mean,10,0.28356973528862,0.061414470920233076,lower
hmda_race,hmda,MD,reweight,mechanism,proxy_score_gap_cond_mean,10,0.07296444177627563,0.05138297607480176,lower
hmda_race,hmda,MD,score_only,behavior,accuracy,10,0.8628450641133322,0.0033960941265736935,higher
hmda_race,hmda,MD,score_only,behavior,aod_gap,10,0.02099803076322895,0.01072918521622648,lower
hmda_race,hmda,MD,score_only,behavior,auc,10,0.8509141558790904,0.0046885655375342485,higher
hmda_race,hmda,MD,score_only,behavior,dp_gap,10,0.07769102454185486,0.008839587633490463,lower
hmda_race,hmda,MD,score_only,behavior,eod_gap,10,0.014803876004557615,0.004990930674633938,lower
hmda_race,hmda,MD,score_only,behavior,eodds_max_gap,10,0.02794404281684053,0.016975941267111827,lower
hmda_race,hmda,MD,score_only,behavior,fpr_gap,10,0.027192185521900288,0.01785552897130701,lower
hmda_race,hmda,MD,score_only,mechanism,boundary_proxy_effect_gap_max,10,0.47305503487586975,0.09436921628659699,lower
hmda_race,hmda,MD,score_only,mechanism,boundary_proxy_effect_gap_mean,10,0.18503104150295258,0.027224877431113497,lower
hmda_race,hmda,MD,score_only,mechanism,boundary_proxy_score_gap_cond_mean,10,0.03598266318440437,0.01563199822741439,lower
hmda_race,hmda,MD,score_only,mechanism,cf_abs_prob_mean,10,0.025891101360321044,0.004833318004879577,lower
hmda_race,hmda,MD,score_only,mechanism,cf_flip_rate,10,0.0179443359375,0.003686442595347046,lower
hmda_race,hmda,MD,score_only,mechanism,higher_order_boundary_proxy_gap_scope_max,10,0.2866149917244911,0.13836212878267068,lower
hmda_race,hmda,MD,score_only,mechanism,higher_order_boundary_proxy_gap_scope_mean,10,0.06978485211730004,0.020776773992464772,lower
hmda_race,hmda,MD,score_only,mechanism,main_abs_logit_mean,10,0.24896982461214065,0.047442176092171565,lower
hmda_race,hmda,MD,score_only,mechanism,pair_abs_max,10,1.0848466277122497,0.28654751985686755,lower
hmda_race,hmda,MD,score_only,mechanism,pair_abs_mean,10,0.15181173980236054,0.03256270759390121,lower
hmda_race,hmda,MD,score_only,mechanism,pair_abs_q95,10,0.4256993989646434,0.10155526884156324,lower
hmda_race,hmda,MD,score_only,mechanism,proxy_effect_gap_max,10,0.6204695045948029,0.089869108892057,lower
hmda_race,hmda,MD,score_only,mechanism,proxy_effect_gap_mean,10,0.2393033429980278,0.028978689204411573,lower
hmda_race,hmda,MD,score_only,mechanism,proxy_score_gap_cond_mean,10,0.07003841698169708,0.043885426754240286,lower
hmda_race,hmda,MD,wrong_spec,behavior,accuracy,10,0.8494064617279803,0.002591523374529436,higher
hmda_race,hmda,MD,wrong_spec,behavior,aod_gap,10,0.17752062838452998,0.032337448906956424,lower
hmda_race,hmda,MD,wrong_spec,behavior,auc,10,0.8426440958712234,0.005714052945377658,higher
hmda_race,hmda,MD,wrong_spec,behavior,dp_gap,10,0.19557430148124694,0.031029043109046008,lower
